[2026-06-04 06:51:23] iteration        1/  100000 | consumed samples:        16384 | elapsed time per iteration (ms): 446213.5 | throughput per GPU (TFLOP/s/GPU): 36.7 | learning rate: 2.000000E-07 | global batch size: 16384 | lm loss: 1.319770E+01 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 10.580 | num zeros: 262293552.0 | params norm: 13415.513 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:20:13] iteration      191/  100000 | consumed samples:      3129344 | elapsed time per iteration (ms): 46903.5 | throughput per GPU (TFLOP/s/GPU): 349.1 | learning rate: 3.820000E-05 | global batch size: 16384 | lm loss: 5.374263E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.801 | num zeros: 267081104.0 | params norm: 13411.689 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:21:00] iteration      192/  100000 | consumed samples:      3145728 | elapsed time per iteration (ms): 47264.1 | throughput per GPU (TFLOP/s/GPU): 346.4 | learning rate: 3.840000E-05 | global batch size: 16384 | lm loss: 5.405844E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.639 | num zeros: 269853920.0 | params norm: 13411.626 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:21:47] iteration      193/  100000 | consumed samples:      3162112 | elapsed time per iteration (ms): 46395.5 | throughput per GPU (TFLOP/s/GPU): 352.9 | learning rate: 3.860000E-05 | global batch size: 16384 | lm loss: 5.360309E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.939 | num zeros: 260296176.0 | params norm: 13411.562 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:22:33] iteration      194/  100000 | consumed samples:      3178496 | elapsed time per iteration (ms): 46493.9 | throughput per GPU (TFLOP/s/GPU): 352.1 | learning rate: 3.880000E-05 | global batch size: 16384 | lm loss: 5.364779E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.572 | num zeros: 270488992.0 | params norm: 13411.498 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:23:19] iteration      195/  100000 | consumed samples:      3194880 | elapsed time per iteration (ms): 46142.6 | throughput per GPU (TFLOP/s/GPU): 354.8 | learning rate: 3.900000E-05 | global batch size: 16384 | lm loss: 5.349856E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.300 | num zeros: 272891328.0 | params norm: 13411.433 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:24:05] iteration      196/  100000 | consumed samples:      3211264 | elapsed time per iteration (ms): 45921.1 | throughput per GPU (TFLOP/s/GPU): 356.5 | learning rate: 3.920000E-05 | global batch size: 16384 | lm loss: 5.350765E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.670 | num zeros: 273982400.0 | params norm: 13411.368 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:24:51] iteration      197/  100000 | consumed samples:      3227648 | elapsed time per iteration (ms): 46328.9 | throughput per GPU (TFLOP/s/GPU): 353.4 | learning rate: 3.940000E-05 | global batch size: 16384 | lm loss: 5.371054E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.479 | num zeros: 265953456.0 | params norm: 13411.301 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:25:38] iteration      198/  100000 | consumed samples:      3244032 | elapsed time per iteration (ms): 46989.3 | throughput per GPU (TFLOP/s/GPU): 348.4 | learning rate: 3.960000E-05 | global batch size: 16384 | lm loss: 5.390425E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.249 | num zeros: 266601968.0 | params norm: 13411.235 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:26:25] iteration      199/  100000 | consumed samples:      3260416 | elapsed time per iteration (ms): 46233.2 | throughput per GPU (TFLOP/s/GPU): 354.1 | learning rate: 3.980000E-05 | global batch size: 16384 | lm loss: 5.341912E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.217 | num zeros: 262871296.0 | params norm: 13411.167 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:27:11] iteration      200/  100000 | consumed samples:      3276800 | elapsed time per iteration (ms): 45847.9 | throughput per GPU (TFLOP/s/GPU): 357.1 | learning rate: 4.000000E-05 | global batch size: 16384 | lm loss: 5.333327E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.150 | num zeros: 272537984.0 | params norm: 13411.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:27:57] iteration      201/  100000 | consumed samples:      3293184 | elapsed time per iteration (ms): 46649.2 | throughput per GPU (TFLOP/s/GPU): 351.0 | learning rate: 4.020000E-05 | global batch size: 16384 | lm loss: 5.348346E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.436 | num zeros: 275660704.0 | params norm: 13411.030 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:28:43] iteration      202/  100000 | consumed samples:      3309568 | elapsed time per iteration (ms): 45481.1 | throughput per GPU (TFLOP/s/GPU): 360.0 | learning rate: 4.040000E-05 | global batch size: 16384 | lm loss: 5.345521E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.979 | num zeros: 281792896.0 | params norm: 13410.961 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:29:29] iteration      203/  100000 | consumed samples:      3325952 | elapsed time per iteration (ms): 46374.2 | throughput per GPU (TFLOP/s/GPU): 353.0 | learning rate: 4.060000E-05 | global batch size: 16384 | lm loss: 5.375110E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.383 | num zeros: 265393408.0 | params norm: 13410.891 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:30:16] iteration      204/  100000 | consumed samples:      3342336 | elapsed time per iteration (ms): 47254.0 | throughput per GPU (TFLOP/s/GPU): 346.5 | learning rate: 4.080000E-05 | global batch size: 16384 | lm loss: 5.391542E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.251 | num zeros: 274853600.0 | params norm: 13410.822 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:31:03] iteration      205/  100000 | consumed samples:      3358720 | elapsed time per iteration (ms): 46422.3 | throughput per GPU (TFLOP/s/GPU): 352.7 | learning rate: 4.100000E-05 | global batch size: 16384 | lm loss: 5.771585E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 12.424 | num zeros: 277852384.0 | params norm: 13410.753 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:31:49] iteration      206/  100000 | consumed samples:      3375104 | elapsed time per iteration (ms): 46292.5 | throughput per GPU (TFLOP/s/GPU): 353.7 | learning rate: 4.120000E-05 | global batch size: 16384 | lm loss: 5.499641E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.365 | num zeros: 274798432.0 | params norm: 13410.683 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:32:35] iteration      207/  100000 | consumed samples:      3391488 | elapsed time per iteration (ms): 46288.8 | throughput per GPU (TFLOP/s/GPU): 353.7 | learning rate: 4.140000E-05 | global batch size: 16384 | lm loss: 5.447097E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.360 | num zeros: 261458496.0 | params norm: 13410.611 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:33:22] iteration      208/  100000 | consumed samples:      3407872 | elapsed time per iteration (ms): 46599.7 | throughput per GPU (TFLOP/s/GPU): 351.3 | learning rate: 4.160000E-05 | global batch size: 16384 | lm loss: 5.438745E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.580 | num zeros: 269863488.0 | params norm: 13410.539 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:34:08] iteration      209/  100000 | consumed samples:      3424256 | elapsed time per iteration (ms): 45821.8 | throughput per GPU (TFLOP/s/GPU): 357.3 | learning rate: 4.180000E-05 | global batch size: 16384 | lm loss: 5.369714E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.701 | num zeros: 277322304.0 | params norm: 13410.463 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:34:54] iteration      210/  100000 | consumed samples:      3440640 | elapsed time per iteration (ms): 46453.5 | throughput per GPU (TFLOP/s/GPU): 352.4 | learning rate: 4.200000E-05 | global batch size: 16384 | lm loss: 5.431137E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 7.565 | num zeros: 286814464.0 | params norm: 13410.388 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:35:42] iteration      211/  100000 | consumed samples:      3457024 | elapsed time per iteration (ms): 47641.9 | throughput per GPU (TFLOP/s/GPU): 343.6 | learning rate: 4.220000E-05 | global batch size: 16384 | lm loss: 5.395149E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.718 | num zeros: 267947760.0 | params norm: 13410.315 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:36:28] iteration      212/  100000 | consumed samples:      3473408 | elapsed time per iteration (ms): 45998.8 | throughput per GPU (TFLOP/s/GPU): 355.9 | learning rate: 4.240000E-05 | global batch size: 16384 | lm loss: 5.384777E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.761 | num zeros: 273127840.0 | params norm: 13410.243 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:37:14] iteration      213/  100000 | consumed samples:      3489792 | elapsed time per iteration (ms): 45709.9 | throughput per GPU (TFLOP/s/GPU): 358.2 | learning rate: 4.260000E-05 | global batch size: 16384 | lm loss: 5.356896E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.593 | num zeros: 258799104.0 | params norm: 13410.169 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:38:00] iteration      214/  100000 | consumed samples:      3506176 | elapsed time per iteration (ms): 46646.1 | throughput per GPU (TFLOP/s/GPU): 351.0 | learning rate: 4.280000E-05 | global batch size: 16384 | lm loss: 5.421684E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.166 | num zeros: 283584384.0 | params norm: 13410.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:38:46] iteration      215/  100000 | consumed samples:      3522560 | elapsed time per iteration (ms): 45752.6 | throughput per GPU (TFLOP/s/GPU): 357.8 | learning rate: 4.300000E-05 | global batch size: 16384 | lm loss: 5.423829E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.556 | num zeros: 277606016.0 | params norm: 13410.022 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:39:32] iteration      216/  100000 | consumed samples:      3538944 | elapsed time per iteration (ms): 46345.4 | throughput per GPU (TFLOP/s/GPU): 353.3 | learning rate: 4.320000E-05 | global batch size: 16384 | lm loss: 5.332251E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.167 | num zeros: 273996832.0 | params norm: 13409.949 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:40:19] iteration      217/  100000 | consumed samples:      3555328 | elapsed time per iteration (ms): 46637.8 | throughput per GPU (TFLOP/s/GPU): 351.0 | learning rate: 4.340000E-05 | global batch size: 16384 | lm loss: 5.319780E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.597 | num zeros: 263451312.0 | params norm: 13409.876 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:41:06] iteration      218/  100000 | consumed samples:      3571712 | elapsed time per iteration (ms): 46851.7 | throughput per GPU (TFLOP/s/GPU): 349.4 | learning rate: 4.360000E-05 | global batch size: 16384 | lm loss: 5.288632E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.791 | num zeros: 250998384.0 | params norm: 13409.801 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:41:52] iteration      219/  100000 | consumed samples:      3588096 | elapsed time per iteration (ms): 45888.1 | throughput per GPU (TFLOP/s/GPU): 356.8 | learning rate: 4.380000E-05 | global batch size: 16384 | lm loss: 5.329262E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.966 | num zeros: 265177680.0 | params norm: 13409.728 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:42:38] iteration      220/  100000 | consumed samples:      3604480 | elapsed time per iteration (ms): 46212.3 | throughput per GPU (TFLOP/s/GPU): 354.3 | learning rate: 4.400000E-05 | global batch size: 16384 | lm loss: 5.319291E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.042 | num zeros: 263527568.0 | params norm: 13409.657 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:43:25] iteration      221/  100000 | consumed samples:      3620864 | elapsed time per iteration (ms): 46693.7 | throughput per GPU (TFLOP/s/GPU): 350.6 | learning rate: 4.420000E-05 | global batch size: 16384 | lm loss: 5.245731E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.345 | num zeros: 269013312.0 | params norm: 13409.585 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:44:10] iteration      222/  100000 | consumed samples:      3637248 | elapsed time per iteration (ms): 45734.0 | throughput per GPU (TFLOP/s/GPU): 358.0 | learning rate: 4.440000E-05 | global batch size: 16384 | lm loss: 5.296760E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.242 | num zeros: 268113664.0 | params norm: 13409.512 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:44:57] iteration      223/  100000 | consumed samples:      3653632 | elapsed time per iteration (ms): 46950.3 | throughput per GPU (TFLOP/s/GPU): 348.7 | learning rate: 4.460000E-05 | global batch size: 16384 | lm loss: 5.264354E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.878 | num zeros: 275733984.0 | params norm: 13409.443 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:45:44] iteration      224/  100000 | consumed samples:      3670016 | elapsed time per iteration (ms): 47174.1 | throughput per GPU (TFLOP/s/GPU): 347.0 | learning rate: 4.480000E-05 | global batch size: 16384 | lm loss: 5.227733E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.098 | num zeros: 259846848.0 | params norm: 13409.372 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:46:30] iteration      225/  100000 | consumed samples:      3686400 | elapsed time per iteration (ms): 45853.9 | throughput per GPU (TFLOP/s/GPU): 357.0 | learning rate: 4.500000E-05 | global batch size: 16384 | lm loss: 5.169061E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.732 | num zeros: 268920192.0 | params norm: 13409.302 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:47:16] iteration      226/  100000 | consumed samples:      3702784 | elapsed time per iteration (ms): 46193.2 | throughput per GPU (TFLOP/s/GPU): 354.4 | learning rate: 4.520000E-05 | global batch size: 16384 | lm loss: 5.189002E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.782 | num zeros: 268195056.0 | params norm: 13409.230 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:48:03] iteration      227/  100000 | consumed samples:      3719168 | elapsed time per iteration (ms): 46632.3 | throughput per GPU (TFLOP/s/GPU): 351.1 | learning rate: 4.540000E-05 | global batch size: 16384 | lm loss: 5.200235E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.521 | num zeros: 264691232.0 | params norm: 13409.161 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 09:48:49] iteration      228/  100000 | consumed samples:      3735552 | elapsed time per iteration (ms): 45509.2 | throughput per GPU (TFLOP/s/GPU): 359.7 | learning rate: 4.560000E-05 | global batch size: 16384 | lm loss: 5.168353E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.454 | num zeros: 261705248.0 | params norm: 13409.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
